# --------------------------------------------------------------------------------------------------------
# Contents:
# Properties of the horizons of different soil profiles of the Dutch Soil Map.
#
# Source:
# Download "Bodemkaart 1:50.000" at https://bodemdata.nl/basiskaarten. This file is a modified version of the table "soilhorizon" within "BRO-SGM-DownloadBodemkaart-V2024-01_1.gpkg"
#
# Date:
# 2025-08-05
# --------------------------------------------------------------------------------------------------------
normalsoilprofile_id,layernumber,faohorizonnotation,ztop,zbottom,staringseriesblock,organicmattercontent,organicmattercontent10p,organicmattercontent90p,acidity,acidity10p,acidity90p,cnratio,peattype,calciccontent,fedith,loamcontent,loamcontent10p,loamcontent90p,lutitecontent,lutitecontent10p,lutitecontent90p,sandmedian,sandmedian10p,sandmedian90p,siltcontent,density
13020,2,Cri2,0.5,1.1,209,2,1,7,7.8,7.5,8,9,,7,1.2,30,20,70,12,8,35,80,70,100,18,1.49
90211050,3,Cg,0.5,1.2,201,0.2,0.2,1,7.4,7,7.8,18,,3,0.1,4,2,10,2,1,6,180,150,200,2,1.675
11051,1,Ap,0,0.25,103,1.5,0.8,3,7.4,7,7.8,10,,1.5,0.2,20,8,25,6,2,8,180,150,200,14,1.5
11051,2,Cg,0.25,0.45,203,0.4,0.2,1,7.4,7,7.8,18,,1.5,0.1,20,8,25,6,2,8,180,150,200,14,1.627
11051,3,Cu,0.45,0.8,201,0.2,0.1,1,7.4,7,7.8,18,,4,0.1,8,6,14,4,2,8,180,150,200,4,1.67
11051,4,Ci,0.8,1.2,209,0.2,0.1,1,7.4,7,7.8,18,,4,0.1,50,35,70,17,10,22,130,90,160,33,1.558
11060,1,Cu,0,1.2,205,0.3,0.1,1,7.4,7,7.8,12,,6,0.1,2,2,4,1,1,4,275,200,400,1,1.542
11061,1,AC,0,0.05,105,0.3,0.1,1,5.1,4.5,7.8,10,,0.2,0.2,2,2,4,1,1,4,275,200,400,1,1.469
11061,2,Cu1,0.05,0.4,205,0.3,0.1,1,5.1,4.5,7.8,18,,0.2,0.1,2,2,4,1,1,4,275,200,400,1,1.542
11061,3,Cu2,0.4,1.2,205,0.3,0.1,1,7.4,7,7.8,18,,6,0.1,2,2,4,1,1,4,275,200,400,1,1.542
11070,1,Ah,0,0.07,101,2.7,1,8,6.2,5.8,7,14,,0.8,0.2,3,2,8,1,1,4,180,170,210,2,1.482
16040,5,Cu,0.6,1.2,217,65,40,80,5.2,4.8,5.4,18,zeggeveen,0.1,1.4,99,90,100,65,40,70,100,90,130,34,0.46
90116050,1,Ap,0,0.25,108,3,2,4,7.2,6,7.8,9,,2.2,1,36,25,65,16,8,25,160,130,180,20,1.419
90116050,2,Cwg,0.25,0.5,209,1.5,0.5,3,7.2,6,7.8,14,,2.2,0.6,36,25,65,16,8,25,160,130,180,20,1.474
90116050,3,Cg,0.5,1.2,202,0.5,0.2,2,7.2,6,7.8,20,,5,0.3,12,4,20,4,2,8,170,140,200,8,1.653
90216050,1,Ap,0,0.25,108,5,2,8,7.2,6,7.8,9,,2.2,1,36,25,65,16,8,25,160,130,180,20,1.339
90216050,2,Cwg,0.25,0.5,209,1.5,0.5,3,7.2,6,7.8,14,,2.2,0.6,36,25,65,16,8,25,160,130,180,20,1.474
90216050,3,Cg,0.5,1.2,202,0.5,0.2,2,7.2,6,7.8,20,,5,0.3,12,4,20,4,2,8,170,140,200,8,1.653
90116060,1,Ap,0,0.2,110,3,2,4,7,6.5,7.5,9,,1.6,1,71,40,90,28,25,35,145,120,170,43,1.329
90116060,2,Cwg,0.2,0.5,211,1.8,0.5,3,7,6,7.5,14,,2.3,1.1,71,40,90,28,25,35,145,120,170,43,1.367
90116060,3,Cg1,0.5,0.9,213,1.8,0.5,3,6,5.5,6.5,14,,0.2,1.1,95,90,100,56,25,70,100,90,150,39,1.187
90116060,4,Cw2,0.9,1.2,213,1.8,0.5,3,7,6,7.5,18,,1.8,0.8,95,90,100,56,25,70,100,90,150,39,1.187
90216060,1,Ap1,0,0.08,110,6,2,8,6.7,6.5,7.5,9,,1.6,1,71,40,90,28,25,35,145,120,170,43,1.218
90216060,2,Ap2,0.08,0.2,110,3,2,4,6.7,6.5,7.5,9,,1.6,1,71,40,90,28,25,35,145,120,170,43,1.329
90216060,3,Cwg,0.2,0.4,211,1.8,0.5,3,7,6,7.5,14,,2.3,1.1,71,40,90,28,25,35,145,120,170,43,1.367
90216060,4,Cg1,0.4,0.9,213,1.8,0.5,3,6,5.5,6.5,14,,0.2,1.1,95,90,100,56,25,70,100,90,150,39,1.187
90216060,5,Cg2,0.9,1.2,213,1.8,0.5,3,7,6,7.5,18,,1.8,0.8,95,90,100,56,25,70,100,90,150,39,1.187
16061,1,Ap1,0,0.08,110,6,2,8,6.7,6.5,7.5,9,,1.6,1,71,40,90,28,25,35,145,120,170,43,1.218
16061,2,Ap2,0.08,0.2,110,3,2,4,6.7,6.5,7.5,9,,1.6,1,71,40,90,28,25,35,145,120,170,43,1.329
1300,4,Cu,0.7,1.2,213,15,10,30,4.7,4.2,5,22,,0,0.8,95,70,100,60,40,70,90,80,110,35,0.261
1310,1,Ah,0,0.12,116,40,20,60,4.8,4.2,5,22,verweerdKleirijk,0,2,20,10,35,10,4,20,135,120,160,10,0.462
1310,2,Cw,0.12,0.35,217,70,60,90,4.7,4.2,5,22,zeggeveen,0,1.5,20,10,35,10,6,30,125,110,140,10,0.238
1310,3,Cu,0.35,0.85,217,85,60,90,4.7,4.2,5,22,zeggeveen,0,0.8,20,10,35,10,6,30,125,110,140,10,0.221
1310,4,Cu,0.85,1.2,202,0.5,0.1,5,4.7,4.2,5.2,22,,0,0.2,12,6,20,3,1,4,160,140,180,9,1.655
1320,1,Ah,0,0.12,116,55,40,70,4.8,4.2,5,19,verweerdMineraalarm,0,0.1,8,4,10,4,2,6,140,130,170,4,0.497
1320,2,Cw,0.12,0.35,216,85,60,95,3.6,3.2,4.2,35,veenmosveen,0,0.1,8,4,10,4,2,6,140,130,170,4,0.173
1320,3,Cu,0.35,0.7,216,90,60,95,3.6,3.2,4.2,35,veenmosveen,0,0.1,8,4,10,4,2,6,140,130,170,4,0.169
1320,4,Ahb,0.7,0.8,202,8,5,20,4.4,4.2,5.2,22,,0,0.2,15,6,25,3,2,6,145,130,180,12,1.284
1320,5,Bhb,0.8,1,202,3,1,8,4.7,4.2,5.2,22,,0,0.2,12,6,20,3,2,6,150,130,180,9,1.536
1320,6,Cu,1,1.2,202,0.5,0.1,5,4.7,4.2,5.2,22,,0,0.2,10,6,20,2,2,6,150,130,180,8,1.658
1330,1,Aap,0,0.2,115,15,5,30,4.9,4.5,5.1,22,verweerdZandrijk,0,0.4,12,8,20,4,2,8,145,130,160,8,0.64
1330,2,Cw,0.2,0.45,217,82,60,90,4,3.6,4.9,35,zeggeveen,0,0.2,8,4,10,4,2,6,140,130,170,4,0.224
1330,3,Cu,0.45,1.2,217,87,60,90,4,3.6,4.9,35,zeggeveen,0,0.2,8,4,10,4,2,6,140,130,170,4,0.219
1340,1,Aap,0,0.2,115,15,5,30,4.9,4.5,5.1,23,verweerdZandrijk,0,0.4,15,8,20,4,2,8,145,130,160,11,0.64
1340,2,Cw,0.2,0.45,217,85,60,90,4,3.6,4.9,31,zeggeveen,0,0.4,8,4,10,4,2,6,140,130,170,4,0.221
1340,3,Cu,0.45,0.7,217,82,60,90,4,3.2,4.9,24,zeggeveen,0,0.2,8,4,10,4,2,6,140,130,170,4,0.224
1340,4,Ahb,0.7,0.85,203,8,5,15,4.7,4.2,5.2,24,,0,0.2,30,10,45,6,4,15,130,110,180,24,1.234
1340,5,Cu,0.85,1.2,202,0.4,0.1,6,4.7,4.2,5.2,24,,0,0.2,10,6,20,3,1,4,130,110,180,7,1.639
1350,1,Aap,0,0.2,115,15,5,30,4.6,4,5,24,verweerdZandrijk,0,0.3,12,8,20,3,2,6,145,130,180,9,0.64
1350,2,Cw,0.2,0.55,216,93,70,98,3.4,3.2,4.5,35,veenmosveen,0,0.3,8,4,10,4,2,6,140,130,170,4,0.167
1350,3,Ahb,0.55,0.7,202,5,4,15,4.7,4.2,5.2,28,,0,0.1,14,6,25,5,3,10,135,110,180,9,1.376
1350,4,Bhb,0.7,0.9,201,8,3,15,4.7,4.2,5.2,23,,0,0.1,8,6,20,3,2,6,140,110,180,5,1.346
1350,5,Cu,0.9,1.2,201,0.4,0.1,3,4.7,4.2,5.2,23,,0,0.1,8,6,20,3,2,6,140,110,180,5,1.658
2010,1,Apg,0,0.08,109,12,5,20,5,4.8,6,12,,0,0.4,45,40,65,20,15,40,155,130,180,25,0.976
2010,2,Apg,0.08,0.15,109,8,5,20,5,4.8,6,12,,0,0.4,45,40,65,20,15,40,155,130,180,25,1.174
2010,3,Cwg,0.15,0.3,211,3,2,10,5.2,4.8,6,12,,0,0.3,60,40,80,26,15,45,155,130,180,34,1.343
2010,4,Cw,0.3,0.5,218,65,30,80,5.2,4.2,6,18,verweerdKleirijk,0,0.2,75,45,85,18,6,30,150,130,180,57,0.244
2010,5,Ahb,0.5,0.6,204,10,5,20,5,4.5,6,23,,0,0.1,35,20,50,8,4,15,140,130,180,27,1.172
2010,6,Bhb,0.6,0.8,202,4,2,12,5,4.5,6,23,,0,0.1,12,8,20,4,2,6,160,130,180,8,1.496
2010,7,Cu,0.8,1.2,201,0.4,0.1,2,5,4.5,6,23,,0,0.1,8,5,20,3,2,5,160,130,180,5,1.668
2015,1,Ahg,0,0.1,109,15,8,30,7.3,6.5,7.8,12,,3,1.8,60,40,80,20,12,30,110,90,130,40,0.641
2015,2,Cwg,0.1,0.3,210,5,2,30,7.3,6.5,7.8,14,,3,1.8,60,40,80,20,12,30,110,90,130,40,1.023
2015,3,Cw,0.3,0.5,218,65,30,80,5.2,4.2,6,18,verweerdKleirijk,0,0.2,75,45,85,18,6,30,150,130,180,57,0.244
2015,4,Ahb,0.5,0.6,204,10,5,20,5,4.5,6,23,,0,0.1,35,20,50,8,4,15,140,130,180,27,1.172
13020,3,Cu,1.1,1.2,202,0.5,0.2,4,7.4,7,7.8,14,,6,1,12,5,20,5,3,10,100,80,130,7,1.52
13030,1,Ahg,0,0.05,110,14,4,20,7.8,7.5,8,9,,7,1.2,65,20,80,25,12,45,80,70,100,40,0.866
13030,2,ACg,0.05,0.1,211,5,2,10,7.8,7.5,8,9,,7,1.2,65,20,80,25,12,45,80,70,100,40,1.277
13030,3,Cr,0.1,0.4,211,3,1,10,7.8,7.5,8,14,,7,1,65,20,80,25,12,45,80,70,100,40,1.35
13030,4,Cri,0.4,0.6,209,2,1,7,7.8,7.5,8,14,,7,1,30,20,70,12,8,35,80,70,100,18,1.49
13030,5,Cu,0.6,1.2,202,0.5,0.2,4,7.4,7,7.8,14,,6,1,12,5,20,5,3,10,100,80,130,7,1.52
13040,1,Ahg,0,0.1,110,10,4,20,7.8,7.5,8,9,,9,1.2,75,20,90,30,12,45,80,70,100,45,1.031
13040,2,Cg,0.1,0.35,211,5,2,10,7.8,7.5,8,14,,7,1.2,75,20,90,30,12,45,80,70,100,45,1.246
13040,3,Cri1,0.35,0.9,211,3,2,10,7.8,7.5,8,14,,7,1,75,20,90,30,12,45,80,70,100,45,1.315
13040,4,Cri3,0.9,1.2,209,1,1,7,7.8,7.5,8,14,,5,1,30,20,70,12,8,35,80,70,100,18,1.532
15010,1,Aap,0,0.2,109,9,5,18,5.3,5,7,10,,0.1,0.9,40,30,60,18,8,25,170,70,200,22,1.135
15010,2,ACg,0.2,0.35,210,6,3,12,5,4.7,7,12,,0.1,0.9,55,30,70,18,8,25,100,70,120,37,1.28
15010,3,Cg,0.35,0.7,212,2,1,8,4.4,4,5.5,20,,0,0.9,80,50,90,45,30,60,80,70,120,35,1.246
15010,4,Cu,0.7,1.2,217,75,55,85,4.4,4,5.5,22,zeggeveen,0,1.5,95,50,100,45,30,60,80,70,120,50,0.35
15020,1,Apg,0,0.25,111,10,5,25,5.3,5,7,10,,0.1,0.9,80,60,95,35,25,50,140,100,170,45,1.01
15020,2,Cwg,0.25,0.65,212,4,2,10,5.5,5,7,20,,0.1,0.9,90,60,95,45,25,50,80,70,120,45,1.191
15020,3,Cu,0.65,1.2,217,75,55,85,4.4,4,5.5,22,zeggeveen,0,1.5,95,50,100,45,30,60,80,70,120,50,0.35
15030,1,Aap,0,0.2,110,10,5,20,5.7,5.5,6.5,12,,0.1,2.2,50,30,70,22,12,25,170,70,200,28,1.066
15030,2,ACg,0.2,0.3,110,6,3,15,5.7,5.5,6.5,12,,0.2,2.2,80,30,80,22,12,25,75,70,110,58,1.255
15030,3,Cg,0.3,0.6,211,3,3,15,5.7,5.5,6.5,20,,0.2,2.6,85,30,90,32,12,40,75,70,110,53,1.301
15030,4,Cgi,0.6,1.2,210,0.51,0.5,10,7.3,6.5,7.5,20,,8,2.6,45,30,90,18,12,40,75,70,110,27,1.508
15040,1,Apg,0,0.25,111,12,5,25,5.7,5.5,6.5,12,,0.1,2.2,85,65,100,35,25,50,75,70,110,50,0.922
15040,2,Cwg,0.25,0.55,212,4,2,10,5.7,5.5,6.5,12,,0.1,2.2,95,65,100,40,30,50,75,70,110,55,1.22
15040,3,Cg,0.55,0.75,212,4,2,10,7.3,6.5,7.5,20,,5,2.6,95,65,100,40,30,50,75,70,110,55,1.22
15040,4,Cri,0.75,1.2,211,2,1,8,7.3,6.5,7.5,20,,7,2.6,65,45,100,25,15,50,75,70,110,40,1.383
15041,1,Apg,0,0.25,111,12,5,25,5.3,5,6.5,12,,0.1,2.2,85,65,100,35,25,50,75,70,110,50,0.922
15041,2,Cwg,0.25,0.4,212,4,2,10,3.8,3.4,5,12,,0.1,2.2,95,65,100,40,30,50,75,70,110,55,1.22
15041,3,Cg,0.4,0.7,212,3,2,10,3.4,3.2,5,20,,0.1,2.6,95,65,100,40,30,50,75,70,110,55,1.25
15041,4,Cri,0.7,1.2,212,3,2,10,7.4,6.5,7.5,20,,7,2.6,95,65,100,40,30,50,75,70,110,55,1.25
90115050,1,Aap,0,0.35,109,4,3,8,7.2,6.8,7.8,9,,3,0.6,52,40,80,18,12,25,80,70,130,34,1.365
90115050,2,Cwg,0.35,0.8,210,0.7,0.2,5,7.2,6.8,7.8,14,,6,0.5,52,40,80,18,12,25,80,70,100,34,1.494
90115050,3,Cri,0.8,1.2,209,0.8,0.2,5,7.2,6.8,7.8,20,,8,0.5,44,40,80,14,12,25,80,70,100,30,1.524
90215050,1,Aap,0,0.15,109,9,5,15,6.6,6.3,7.8,9,,0.8,0.6,52,40,80,18,12,25,80,70,130,34,1.135
90215050,2,ACg,0.15,0.35,109,4,3,8,7,6.8,7.8,9,,1.2,0.6,52,40,80,18,12,25,80,70,100,34,1.365
90215050,3,Cwg,0.35,0.8,210,0.7,0.2,5,7.2,6.8,7.8,14,,6,0.5,52,40,80,18,12,25,80,70,100,34,1.494
90215050,4,Cri,0.8,1.2,209,0.8,0.2,5,7.2,6.8,7.8,20,,8,0.5,44,40,80,14,12,25,80,70,100,30,1.524
15051,1,Aap,0,0.15,108,9,5,15,6.6,6.3,7.8,9,,0.8,0.6,35,25,50,14,10,25,110,90,150,21,1.155
15051,2,ACg,0.15,0.35,108,4,3,8,7,6.8,7.8,9,,1.2,0.6,35,25,50,14,10,25,110,90,150,21,1.396
15051,3,Cwg,0.35,0.6,209,0.8,0.2,5,7.4,6.8,7.8,14,,6,0.5,30,25,50,12,8,25,110,90,150,18,1.543
15051,4,Cu,0.6,1.2,201,0.3,0.2,2,7.4,6.8,7.8,20,,6,0.5,8,6,12,4,2,6,160,130,180,4,1.673
90115060,1,Apg,0,0.25,110,6,3,9,7,6.8,7.8,9,,1.3,0.6,70,40,95,28,25,40,80,70,100,42,1.218
90115060,2,ACg,0.25,0.4,110,4,1,8,7.1,6.8,7.8,9,,1.9,0.6,75,40,95,30,25,40,80,70,100,45,1.282
90115060,3,Cwg,0.4,0.7,212,1.1,0.5,5,7.1,6.8,7.8,14,,3,0.5,85,40,95,40,25,50,80,70,100,45,1.305
90115060,4,Cg,0.7,1.2,211,0.7,0.2,3,7.1,6.8,7.8,20,,8,0.5,60,30,95,25,20,40,80,70,100,35,1.435
90215060,1,Apg,0,0.2,110,11,5,15,6.6,6.3,7.8,9,,0.9,0.6,70,40,95,32,25,40,80,70,100,38,0.977
90215060,2,ACg,0.2,0.4,110,4,1,8,7.1,6.8,7.8,9,,1.9,0.6,75,40,95,35,25,40,80,70,100,40,1.25
90215060,3,Cwg,0.4,0.7,212,1.1,0.5,5,7.1,6.8,7.8,14,,3,0.5,85,40,95,40,25,50,80,70,100,45,1.305
90215060,4,Cg,0.7,1.2,211,0.7,0.2,3,7.1,6.8,7.8,20,,8,0.5,60,30,95,25,20,40,80,70,100,35,1.435
15070,1,Apg,0,0.2,112,9,3,15,5.8,5.5,6.5,9,,0.1,0.9,75,40,95,36,25,45,80,70,100,39,1.049
15070,2,ACg,0.2,0.35,112,4,2,8,5.8,5.5,6.5,9,,0.1,0.9,85,40,95,39,25,45,80,70,100,46,1.226
15070,3,Cwg,0.35,0.6,212,1.1,0.5,3,5.8,5.5,6.5,14,,0.1,0.9,90,40,95,45,25,50,80,70,100,45,1.272
15070,4,Cg,0.6,1.2,211,0.7,0.5,3,7.4,6.8,7.8,20,,7,0.9,65,40,95,29,25,45,80,70,100,36,1.403
15071,1,Apg,0,0.25,111,9,3,15,5.8,5.5,6.5,9,,0.1,0.9,75,40,95,36,25,45,80,70,100,39,1.049
15071,2,Cwg,0.25,0.45,212,3,2,8,5.8,5.5,6.5,14,,0.1,0.9,85,40,95,39,25,45,80,70,100,46,1.256
15071,3,Cw,0.45,0.75,218,60,45,80,5,4.6,5.5,18,zeggeveen,0,0.9,90,40,95,45,30,60,80,70,100,45,0.47
15071,4,Cr,0.75,1,211,3,2,8,5.8,5.5,6.5,20,,0.1,0.9,75,40,95,34,25,45,80,70,100,41,1.288
15071,5,Cri,1,1.2,210,0.8,0.5,3,7.4,6.8,7.8,20,,5,0.9,55,40,75,22,15,30,80,70,100,33,1.454
15080,1,Aap,0,0.3,109,4,2,5,5.8,5.5,6.5,9,,0.1,0.9,50,30,60,20,12,25,80,70,100,30,1.351
15080,2,Cwg,0.3,0.7,210,1.1,0.5,3,5.8,5.5,6.5,14,,0.1,0.9,60,30,60,24,12,25,80,70,100,36,1.423
15080,3,Cg,0.7,1.2,209,0.7,0.5,3,7.3,6.8,7.8,20,,8,0.9,40,30,60,14,12,25,80,70,100,26,1.531
15090,1,Apg,0,0.25,111,11,5,15,5.8,5.5,6.5,9,,0.1,0.9,75,40,95,37,25,45,80,70,100,38,0.959
15090,2,ACg,0.25,0.35,111,4,2,8,5.8,5.5,6.5,9,,0.1,0.9,85,40,95,39,25,45,80,70,100,46,1.226
15090,3,Cwg,0.35,0.7,212,1.5,0.5,3,5.8,5.5,6.5,14,,0.1,0.9,90,40,95,45,25,45,80,70,100,45,1.26
15090,4,Cg,0.7,1.1,212,0.8,0.5,3,7,6.8,7.8,20,,5,0.9,80,40,95,35,25,45,80,70,100,45,1.352
4170,4,BCy,0.5,0.65,202,0.8,0.3,2,4.5,4,5,28,,0,0.3,10,6,18,3,2,4,170,130,200,7,1.642
4170,5,Cy,0.65,1.2,201,0.3,0.1,1,4.8,4,5,28,,0,0.2,7,6,18,3,2,4,170,130,200,4,1.672
5010,1,Ap,0,0.2,113,2.5,1,4,5.4,4.5,6,11,,0,1.2,80,70,85,10,8,15,130,100,180,70,1.488
5010,2,Eu,0.2,0.5,214,1,0.5,2,4.3,4,5,11,,0,1.2,80,70,85,10,8,15,100,80,180,70,1.551
5010,3,Bt,0.5,0.8,215,0.3,0.1,1,4.3,4,5,17,,0,1.4,85,80,90,14,10,17,80,70,130,71,1.569
5010,4,Cu,0.8,1.2,214,0.3,0.1,1,4.3,4,5,17,,0,1.1,70,65,80,12,10,17,80,70,120,58,1.589
5011,1,Ap,0,0.2,113,2.5,1,4,5.4,4.5,6,11,,0,1.2,80,70,85,10,8,15,130,100,180,70,1.488
5011,2,Eu,0.2,0.5,214,1,0.5,2,4.3,4,5,11,,0,1.2,80,70,85,10,8,15,100,80,180,70,1.551
5011,3,Bt,0.5,0.8,215,0.3,0.1,1,4.3,4,5,17,,0,1.4,85,80,90,14,10,17,80,70,130,71,1.569
5011,4,Cu,0.8,1.1,214,0.3,0.1,1,4.3,4,5,17,,0,1.1,70,65,80,12,10,17,80,70,120,58,1.589
5011,5,Cu,1.1,1.2,205,0.3,0.1,1,4.6,4,5,17,,0,1.1,12,6,15,3,2,8,280,200,500,9,1.522
5020,1,Ap,0,0.25,114,2.4,1,4,5.8,5.5,6.5,11,,0,1.2,92,85,98,13,10,20,80,70,100,79,1.466
5020,2,Eu,0.25,0.4,215,0.8,0.5,2,5.8,5.5,6.5,11,,0,1.2,92,85,98,13,10,20,80,70,100,79,1.534
5020,3,Bt1,0.4,0.6,215,0.5,0.1,1,5.5,5,6,17,,0,1.4,96,85,98,15,13,20,80,70,100,81,1.346
5020,4,Bt2,0.6,0.9,215,0.3,0.1,1,5.5,5,6,17,,0,1.4,97,85,98,20,15,25,80,70,100,77,1.512
5020,5,Cu,0.9,1.2,215,0.3,0.1,1,5.3,5,6,17,,0,1.1,92,85,98,15,13,23,80,70,100,77,1.559
5030,1,Ap,0,0.2,114,1.7,1,4,5.8,5.5,6.5,11,,0,1.2,92,85,98,14,10,20,80,70,100,78,1.483
5030,2,Bt1,0.2,0.4,215,0.7,0.5,3,5.8,5.5,6.5,17,,0,1.2,94,85,98,16,13,20,80,70,100,78,1.512
5030,3,Bt2,0.4,0.9,215,0.3,0.1,1,5.6,5.2,6.5,17,,0,1.4,96,85,98,20,15,25,80,70,100,76,1.512
5030,4,Cu,0.9,1.2,215,0.2,0.1,1,5.6,5.2,6.5,17,,0,1.4,92,85,98,16,10,23,80,70,100,76,1.567
5040,1,Ap,0,0.25,108,2,1,3,5.2,4.5,5.7,11,,0,1.1,35,30,50,13,10,20,170,150,200,22,1.481
5040,2,Eu,0.25,0.4,209,0.5,0.2,1,4.9,4.5,5.3,11,,0,1.1,35,30,50,13,10,20,170,150,200,22,1.556
5040,3,Bt1,0.4,0.55,209,0.5,0.2,1,4.9,4.5,5.3,17,,0,1.4,45,35,60,16,15,23,160,130,200,29,1.527
5040,4,Bt2,0.55,0.9,210,0.3,0.2,1,4.9,4.5,5.3,17,,0,1.4,45,35,60,20,15,23,160,130,200,25,1.512
5040,5,Cu,0.9,1.2,208,0.3,0.2,1,5.1,4.5,5.5,17,,0,1.1,30,20,50,10,8,12,170,130,200,20,1.609
8010,1,Aap,0,0.15,102,5.5,2,7,5,4.6,5.5,12,,0,0.4,13,7,18,4,2,6,160,130,180,9,1.372
8010,2,Aag,0.15,0.5,102,4.5,2,7,5,4.6,5.5,17,,0,0.4,13,7,18,4,2,6,160,130,180,9,1.407
8010,3,Ahb,0.5,0.7,102,4.8,2,10,5,4.6,5.5,17,,0,0.2,10,7,18,3,2,6,160,130,180,7,1.401
8010,4,Cu,0.7,1.2,201,0.3,0.1,4,5.3,4.6,5.5,17,,0,0.2,8,7,18,3,2,6,160,130,180,5,1.673
8012,1,Aap,0,0.15,102,5.5,2,7,5,4.6,6.5,12,,0,0.4,13,7,18,4,2,6,160,130,180,9,1.372
8012,2,Aag,0.15,0.5,102,4.5,2,7,5,4.6,6.5,17,,0,0.4,13,7,18,4,2,6,160,130,180,9,1.407
8012,3,Ahb,0.5,0.7,116,35,15,45,5,4.6,5.5,17,verweerdZandrijk,0,0.2,10,7,18,3,2,6,160,130,180,7,0.788
8012,4,Cu,0.7,1.2,201,0.3,0.1,4,5.5,4.6,5.8,17,,0,0.2,8,7,18,3,2,6,160,130,180,5,1.673
8016,1,Aap,0,0.15,101,1.8,1,4,6.4,5.5,7,12,,0,0.4,9,7,18,3,2,6,200,170,230,6,1.497
8016,2,Aag,0.15,0.55,101,1.4,1,4,6.4,5.5,7,17,,0,0.4,7,5,15,3,2,6,200,170,230,4,1.516
8016,3,Cu,0.55,1.2,201,0.3,0.1,1,6.2,5.5,7,17,,0.2,0.2,7,5,15,2,2,6,200,170,230,5,1.647
8020,1,Aap,0,0.2,103,6,4,10,5.2,4.6,5.5,12,,0,0.4,21,15,30,4,3,8,160,130,180,17,1.337
8020,2,Aag,0.2,0.5,103,5.5,4,8,5.2,4.6,5.5,17,,0,0.4,21,15,30,4,3,8,160,130,180,17,1.354
8020,3,Ahb,0.5,0.7,103,4.8,2,15,5.2,4.6,5.5,17,,0,0.2,21,10,30,4,3,8,160,130,180,17,1.378
8020,4,Cu,0.7,1.2,203,0.3,0.1,1,5.6,4.6,5.8,17,,0,0.2,18,10,30,4,3,8,160,130,180,14,1.648
8021,1,Aap,0,0.2,103,6,4,10,5.2,4.6,5.5,12,,0,0.4,21,15,30,4,3,8,160,130,180,17,1.337
8021,2,Aag,0.2,0.5,103,5.5,4,8,5.2,4.6,5.5,17,,0,0.4,21,15,30,4,3,8,160,130,180,17,1.354
8021,3,Ahb,0.5,0.7,103,4.8,2,15,5.2,4.6,5.5,17,,0,0.2,21,10,30,4,3,8,160,130,180,17,1.378
8021,4,Cu,0.7,0.9,202,0.3,0.1,1,5.6,4.6,5.8,17,,0,0.2,13,10,30,4,3,8,160,130,180,9,1.663
8021,5,Cu,0.9,1.2,205,0.3,0.1,1,5.6,4.6,5.8,17,,0,0.2,9,6,20,3,2,6,290,200,500,6,1.512
8022,1,Aap,0,0.2,103,6,4,10,5.2,4.6,5.5,12,,0,0.4,21,15,30,4,3,8,160,130,180,17,1.337
8022,2,Aag,0.2,0.5,103,5.5,4,8,5.2,4.6,5.5,17,,0,0.4,21,15,30,4,3,8,160,130,180,17,1.354
8022,3,Ahb,0.5,0.7,116,35,25,45,5.2,4.6,5.5,17,verweerdZandrijk,0,0.2,21,10,30,4,3,8,160,130,180,17,0.78
8022,4,Cu,0.7,1.2,203,0.3,0.1,1,5.6,4.6,5.8,17,,0,0.2,18,10,30,4,3,8,160,130,180,14,1.648
8030,1,Aap,0,0.25,102,3.5,2,5,4.5,4.2,5,11,,0,0.7,15,10,18,5,4,8,160,140,180,10,1.441
8030,2,Aa,0.25,0.6,102,2.5,1.5,5,4.3,4,4.8,11,,0,0.7,15,10,18,5,4,8,160,140,180,10,1.48
8030,3,Ahb,0.6,0.75,102,1.8,1,5,4.3,4,4.8,17,,0,0.4,13,6,18,4,2,6,160,140,200,9,1.513
8030,4,Bwb,0.75,0.9,202,0.7,0.3,2,4.4,4,4.8,17,,0,0.4,10,6,18,3,2,6,160,140,200,7,1.65
8030,5,Cy,0.9,1.2,201,0.3,0.1,1,4.6,4,5,17,,0,0.4,8,6,18,3,2,6,170,140,200,5,1.671
9018040,1,Aap,0,0.25,103,3.1,2,7,4.5,4.2,5,11,,0,0.7,23,15,35,7,4,10,150,130,180,16,1.432
9018040,2,Aa,0.25,0.65,103,2.5,1.5,5,4.3,4,4.8,11,,0,0.7,23,15,35,7,4,10,150,130,180,16,1.455
9018040,3,Ahb,0.65,0.8,103,1.4,1,5,4.4,4,4.8,17,,0,0.4,23,15,35,6,4,10,150,130,180,17,1.499
9018040,4,Bwb,0.8,0.95,203,0.9,0.3,2,4.4,4,4.8,17,,0,0.4,23,15,35,6,3,8,150,130,180,17,1.597
9018040,5,Cy,0.95,1.2,203,0.3,0.1,1,4.7,4,5,17,,0,0.4,23,15,35,4,3,8,150,130,180,19,1.626
9028040,1,Aap,0,0.25,103,3.4,2,7,4.5,4.2,5,11,,0,0.7,23,15,35,7,4,10,150,130,180,16,1.42
9028040,2,Aa,0.25,0.65,103,2.5,1.5,5,4.3,4,4.8,11,,0,0.7,23,15,35,7,4,10,150,130,180,16,1.455
9028040,3,Ahb,0.65,0.8,103,1.4,1,5,4.4,4,4.8,17,,0,0.4,23,15,35,6,4,10,150,130,180,17,1.499
